sentence_id	n	v	w	n_first_index	n_last_index	v_first_index	v_last_index	w_first_index	w_last_index	sentence_text
14595956	someone	like	would	4	4	3	3	2	2	I sure would like someone with some art expertise to weigh in on this .
14595958	way	like	would	5	5	3	3	2	2	I sure would like some way of determining if your statement is accurate .
14598432	oppinion	like	would	16	16	10	10	9	9	I suspect it will again be removed and I would like a third -LRB- neutral -RRB- oppinion .
14598584	checkuser	like	would	13	13	11	11	10	10	I suspect I ' ve found a sock-drawer , and would like a checkuser to run a sweep and see what other accounts are out there .
14615576	feedback	like	would	41	41	39	39	38	38	It appears to be NPOV and well sourced , and to cover the most important aspect ' s of Fonda ' s life , but I know there is still lots of room for improvement , and I would like some feedback .
14645190	honor	like	would	8	8	6	6	5	5	It appears that every group would like the honor of being descended from the Kshatriyas , a warrior class .
14674586	business	like	would	22	22	20	20	19	19	It also looks probable that the IP is the owner of the service , who -LRB- naturally enough -RRB- would like his business to be promoted on Wikipedia .
14685689	information	like	would	10	10	8	8	7	7	It belongs to my Husband and we would like some information on the gun .
14713851	nudge	like	would	15	15	12	12	11	11	I still want to solve this problem for myself but I would like a gentle nudge in the right direction .
14714008	bot	like	would	5	5	3	3	2	2	I still would like a bot to do this .
14714010	background	like	would	7	7	3	3	2	2	I still would like a little more background about this .
14714011	suggestion	like	would	5	5	3	3	2	2	I still would like a suggestion for a destination .
14714012	clarification	like	would	4	4	3	3	2	2	I still would like clarification on why the user contributes to the same discussions using two different accounts .
14714014	opinion	like	would	4	4	3	3	2	2	I still would like opinion on whether indefinite block is warranted based on name alone .
14714016	talk	like	would	5	5	3	3	2	2	I still would like -LRB- talk -RRB- to get in touch with greatworks .
14714017	article	like	would	5	5	3	3	2	2	I still would like the article to be cleaned up to avoid reading so much like advertisement , but the SourceForge and O'Reilly coverage is independent .
14714019	article	like	would	5	5	3	3	2	2	I still would like this article to exist for the purposes of educating what this program means to Richmond and such .
14720955	assistance	like	would	13	13	12	12	11	11	I stumbled across these posts on an online forum and I would like assistance in reporting this poster to the FBI for terroristic threats -LRB- a user called `` Evangelical '' who claims he ' s from Nevada says that he ' s planning to `` gun down liberals in cold blood '' and told another member that he would kill him in specific -RRB- .
14724519	confirmation	like	would	15	15	13	13	12	12	I stand by my edits given the seriousness of the rumours but would like some confirmation from others -LRB- or otherwise -RRB- .
14725028	opinion	like	would	13	13	8	8	7	7	I stand by this argument , and would like the community ' s opinion .
14725585	someone	like	would	8	8	7	7	6	6	I start appearing BITEy , I would like someone else to take a look through the contribs , and see if they can help sort out the possibly notable articles from the obviously non-notable .
14727989	feedback	like	would	12	12	11	11	10	10	I started this thread in the meteorology section , but would like feedback .
14736188	B	like	would	10	10	8	8	7	7	I still disagree with the closure and would like another B .
14738023	help	like	would	10	10	8	8	7	7	I suspect she passes notability , but would like some help in determining such .
14744197	creator	like	would	23	23	21	21	20	20	I suspect vanity and autobiography , but the article does make a claim for notability as a tenor and I would like the creator to have the opportunity to userfy .
14760925	entirety	like	would	12	12	10	10	9	9	I take his quote here as a sign he would like the entirety of our conversation revealed .
14810307	introduction	like	would	21	21	17	17	16	16	I sometimes use Wikipedia assignments in my classes -LRB- in religion and history -RRB- , but would like a more thorough introduction so that I may better prepare my students to write Wikipedia articles .
14811756	option	like	would	12	12	10	10	8	8	I sort of like the new version but would definitely like the option to switch ; the notices on the admin board are clogging up my watchlist .
14847589	system	like	would	23	23	21	21	20	20	I suggest this needs to work in as close to realtime as possible Also there are three things that I would like the system to be able to account for , firstly the admin has the option of deleting under two codes rather than one - either of which could be the one it was tagged for .
14851924	help	like	would	16	16	15	15	14	14	I suggest you state in just a single sentence what , essentially , you would like help with .
14855531	input	like	would	13	13	11	11	10	10	It certainly appears to be the case , although I would like further input from other editors before sanctioning either or both accounts .
14871260	opinion	like	would	17	17	12	12	11	11	It could almost be moved to mainspace as it is but would like a second or third opinion on that .
15017167	help	like	would	36	36	34	34	33	33	In the past , when I have referred this other noticeboards , they taken very narrow remedies , and the editors involved are free to switch to some other IP range ; I would like some help in dealing with these anonymous editors as a whole .
15042238	column	like	would	25	25	22	22	21	21	In the light of the comments below , can I invite you to reconsider , or at least explain what you would like the description column to say .
15116309	drink	like	would	18	18	16	16	15	15	In the scene where Monty meets the two actors , Withnail asks him if he would like a drink .
15157974	crat	like	would	16	16	13	13	12	12	In the event that my RfA is closed as unsuccessful , I would like the closing crat to provide me with their rationale or reason -LRB- basically , I would appreciate an analysis -RRB- for doing so .
15158333	feedback	like	would	15	15	13	13	12	12	In the event that this article has achieved this standard , I would like some feedback as to how to bring the article up to the next level -LRB- FA status -RRB- .
15180322	listing	like	would	8	8	5	5	4	4	In total , I would like a complete listing taking all these factors into account , preferably of all the major languages of the world .
15196562	someone	like	would	5	5	4	4	3	3	INVOLVED and thus would like someone else to look into it .
15207306	material	like	would	9	9	5	5	4	4	In writing these I would like my underlying source material to be accurate so try to use the netto find information .
15208678	camp	like	would	11	11	14	14	13	13	In year 11 , the students are able to nominate which camp they would like most to go on .
15210040	magazine	like	would	15	15	18	18	17	17	In yet another sketch where Pat goes to the hairdresser , the stylist asks which magazine Pat would like to read , naming gender-specific titles .
15354016	feedback	like	would	18	18	17	17	16	16	In the future , I will continue the process I have been following , but I would like feedback on how I have done thus far to ensure I ' m promoting quality on the site .
15354630	education	like	would	10	10	6	6	5	5	In the future , she would like to further her education with masters in Public Communication .
15403104	debate	like	would	17	17	14	14	13	13	In the last few weeks of his life , he stated that he would like more public debate about death .
15417031	opinion	like	would	10	10	7	7	6	6	In the first instance , I would like a third opinion on this issue .
15434739	anyone	like	would	9	9	8	8	7	7	In the interest of transparency , I would like anyone that has an interest in this recent activity to chime in there on my talk .
15448238	article	like	would	9	9	7	7	6	6	In the mean time , I would like the article to have the chance to be improved once I add the tag .
15449533	mediation	like	would	13	13	11	11	10	10	In the mean time , please do state where you would like the mediation to focus .
15508870	article	like	would	8	8	6	6	5	5	In the near future I would like this article to make GA status , and hopefully one day FA status .
15527030	tray	like	would	41	41	38	38	37	37	In `` The Kipper and the Corpse '' , he was put out when a sickly guest politely asked for breakfast in bed , and Basil sneeringly went so far as to ask him which wood he would like his breakfast tray made out of .
15587253	matter	like	would	11	11	9	9	8	8	In the spirit of being diplomatic , I would like this matter discussed .
15739214	someone	like	would	37	37	36	36	35	35	As I said , he has done this before at -LSB- -LSB- Second Intifada -RSB- -RSB- -LRB- a page now protected -RRB- and in order to avoid the same fate at this article , I would like someone to take some action .
15739754	input	like	would	23	23	20	20	19	19	As I said , I ' m not yet familar with how this kind of thing is handled and would like some more input .
15741015	record	like	would	11	11	8	8	7	7	As I said on your page I would like a permanent record of this to stop later arguments cropping up again and again .
15741999	administrator	like	would	13	13	10	10	9	9	As I said , vote along - but I would like the closing administrator to take a look at the vote-stacking that was done in the last AfD and the debate at the PGG article .
15751077	community	like	would	11	11	9	9	8	8	As I have acted in this matter I would like the community to review those of the blocking admin and myself as unblocker .
15751318	admin	like	would	16	16	14	14	13	13	As I have been involved in discussions with this editor already , I would like another admin to look over this and consider blocking the account .
15751616	somebody	like	would	23	23	22	22	21	21	As I have little experience working with wikipedia directly -LRB- most of my work is on other wikis -RRB- , I would like somebody else to check over it and make sure it is of a good standard .
15751729	advice	like	would	14	14	12	12	11	11	As I have no experience of writing articles that good I would like some advice telling me how to improve the article .
15759998	justification	like	would	8	8	7	7	6	6	Aside from the issues above I would like justification and likely an eventual cutting down of the gameplay section .
15764755	opinion	like	would	34	34	31	31	30	30	As I explained , most of them do not contain a single mention of the topic of the article and should be removed , but he disagrees , so I would like some uninvolved opinion .
15770163	way	like	would	13	13	11	11	10	10	A Since the bulk of vandals are anonymous , I would like a way of restricting anonymous edits but at the same time keeping it open for legitimate anonymous edits .
15782562	article	like	would	27	27	25	25	24	24	As I now see , there was no article until this incident hit the press , and as such I can see why some would like this article removed under the notability guidelines .
15826864	comment	like	would	11	11	10	10	9	9	As I am approaching my 1000th edit , I would like comment on my contributions so far .
15827125	opinion	like	would	10	10	8	8	7	7	As I am involved myself , I would like the opinion from others on this .
15827221	help	like	would	31	31	29	29	28	28	As I am not able to watch my individual peer reviews , please call my talk page if you have any issues arising from this view that you would like more help on .
15862128	information	like	would	17	17	15	15	13	13	As a journalist who was very strict about being correct Im sure he would not like the information to be incorrect .
15880661	someone	like	would	11	11	10	10	9	9	As an observer of these events unfolding , I would like someone to come in and help keep the peace , and hopefully , reach a resolution that everyone is OK with .
15881898	page	like	would	15	15	12	12	11	11	As a non technical but very heavy user , I too would like a secondary page giving clear and simple ways to alter aspects of the interface .
15892993	assistance	like	would	60	60	59	59	58	58	As a representative of Torys LLP , we feel that the deletion of our firm name from this prestigious list -LRB- the `` seven sisters '' are the law firms in Canada involved in many of the largest deals '' and are often considered the `` elite '' law firms of Canada -RRB- is unfair , and we would like assistance to prevent this annonymous contributor from posting inaccurate information the unfairly punishes our firm -LRB- by removing it from the list -RRB- .
15900136	assistance	like	would	24	24	23	23	22	22	As a new account user , I realize that I can not move the page for renaming purposes for 4 days and would like assistance in allowing me to edit this before it is deleted .
15900218	advice	like	would	6	6	5	5	4	4	As a newbie I would like advice and as a person with commercial interests in a related area I do not want to be biased or exposed to charges of bias .
15900388	feedback	like	would	9	9	7	7	6	6	As a new editor , I would like some feedback from a more experienced editor on how to improve the article and meet the A-class quality standards .
15933969	check	like	would	35	35	31	31	30	30	As a private citizen , the individual must send a notarized letter , commonly referred to as a `` privacy act request '' , to the NDR indicating that they would like an NDR file check .
15951909	competition	like	would	35	35	33	33	32	32	A rival arms dealer known as Falcon who has been disguising his illegal business as a pinball machine dealer supplies McQuade with this intelligence , claiming Wilkes has double-crossed him and he would like his competition eliminated .
15993811	museum	like	would	7	7	4	4	3	3	Archbishop Kazimierz Nycz would like this multi-media museum to follow the model of the Museum of the Warsaw Uprising that draws many young people .
16183172	assessment	like	would	22	22	19	19	18	18	A quick look at the talk page shows that the initial review was very superficial , so I would like a community assessment of it .
16215696	autoformatting	like	would	6	6	5	5	4	4	A reasonably sized minority would like autoformatting ; few of them are willing to support the present mechanism for autoformatting .
16231797	committee	like	would	8	8	6	6	4	4	Apr 04 -RRB- I would also like the committee to consider the conflict developing on Nino Burjanadze which also involves Levzur .
16505401	baby	like	would	14	14	12	12	11	11	An only child who longed for siblings , she said she would like another baby .
16526039	nothing	like	would	21	21	20	20	19	19	Another issue between them is that Marise will not let her see her granddaughter , Rosa , as she would like nothing better than to take full custody of her .
16531394	clarification	like	would	13	13	12	12	11	11	Another editor contested that there was no clear concensus so I would like clarification if the rules governing giving BLP messages top billing on talk pages should also apply to the article itslef .
16532383	altruism	like	would	7	7	6	6	5	5	Another effect is that people would like altruism to be due to a personality characteristic rather than due to overt reputational concerns and simply pointing out that there are reputational benefits of an action may actually reduce them .
16587718	death	like	would	4	4	2	2	1	1	Amnesty would like his death to be investigated .
16603041	name	like	would	17	17	15	15	14	14	Am going to make lots of edits to Product Management and related articles and would like a name that reflects my interest in product management .
16623140	something	like	would	11	11	10	10	9	9	Am very much looking forward to Heavy Rain but would like something along those lines to play in the meantime .
16640328	discussion	like	would	4	4	2	2	1	1	Aminul802 would like this discussion to take cognizance of his own statements here -LSB- 14 -RSB- .
16714505	investigation	like	would	19	19	17	17	16	16	It is possible that AlexisNeva is a friend or close associate of Mathiassandell , but I would like an investigation to ascertain if they are the same person .
16715637	explanation	like	would	23	23	21	21	20	20	It is possible that I have so seriously annoyed an admin he forgot to log-in , in which case I would like an explanation of how .
16763700	feedback	like	would	12	12	10	10	9	9	It is still in my user space ; I would like some feedback before going live .
16800683	article	like	would	7	7	5	5	4	4	Delete Well , I would like an article about the story itself ; not the student .
16825673	evidence	like	would	7	7	3	3	2	2	Delete I would like a bit more evidence .
16825679	partipicant	like	would	42	42	4	4	3	3	Delete , I would like to propose a deletion of the Team Polizei page for the reason of , not notable enough as they are getting not one single pace to having a page for criminals and are the only Gumball 3000 partipicant who is mentioned I can think of who is not a proper celebrity .
16853772	album	like	would	11	11	6	6	5	5	Delete as much as I would like a new Tori Amos album , this is still speculation until the album is officially announced .
16871215	audience	like	would	18	18	15	15	14	14	Delete Clearly the author has put a lot of work into this , and would like a larger audience .
16880455	trade	like	would	6	6	4	4	3	3	Delete Every country would like more trade and more agreements with every other country in the world .
16884427	article	like	would	9	9	7	7	6	6	Delete for now , but I would like an article about the American Institute for Public Service that gave the award to this person .
16891299	article	like	would	10	10	8	8	7	7	Delete I am Aidan Keane and I would like this article deleted .
16936232	article	like	would	9	9	7	7	6	6	Delete person of very marginal notability would like their article deleted , seems entirely reasonable to me .
16983253	request	like	would	14	14	12	12	11	11	I agree this thread is out of hand , and I would like the request that if anyone has an argument that they be reasonable and to keep with the organization rules specified by Wikipedia .
16987820	consensus	like	would	15	15	13	13	12	12	I am not calling for a desysopping or block , but I would like clear consensus on whether the aforementioned actions are a precedent for future behavior .
16989702	somebody	like	would	24	24	23	23	22	22	I am not disputing the fair-use rationale , but simply do not know whether the image is fair-use or not , and would like somebody who is better-versed in copyright law to look at this .
16990476	help	like	would	11	11	9	9	7	7	I am not expecting the answer I would just like some help on how to go about answering the question and where I could find resources as I have noticed a really big lack of these on this topic .
16990799	admin	like	would	13	13	11	11	10	10	I am not familiar with the case , so I would like another admin , who is familiar with it to have a look .
16991541	opinion	like	would	15	15	14	14	13	13	I am not going to ask for anything in particular , but instead would like opinion on what should be done here .
16992227	someone	like	would	11	11	10	10	9	9	I am not going to revert , but I would like someone to do something on -RSB- NCAHF .
16994179	answer	like	would	12	12	10	10	8	8	I am not joking at all , I would really like an answer , because as I see it people have successfully removed all requirements for notability .
16994225	chance	like	would	18	18	16	16	15	15	I am not just speaking for myself , I am speaking for all editors who would like a chance to be admins but do not have huge amounts of experience .
16994323	discussion	like	would	11	11	9	9	8	8	I am not lecturing anyone - but I would like this discussion to continue on a polite and respectful basis .
16994505	somebody	like	would	15	15	14	14	13	13	I am not looking to resolve the content issue here , but I would like somebody to get the user to stop making these contentious edits and go to the talk page and explain why they are removing the word `` Palestinian '' .
16996024	enumeration	like	would	19	19	16	16	15	15	I am not promising to edit the article according to your tastes , but merely would like a clear enumeration of the currently controversial parts .
16996130	opportunity	like	would	17	17	15	15	13	13	I am not proposing to write a vanity article about myself , I would just like the opportunity to correct errors when I identify them , as I believe Mr Seienthaler ought to have done .
16996265	article	like	would	32	32	28	28	27	27	I am not questioning his notability , his `` worthiness '' of an article , but rather the fact that no matter how much some of us would like a well researched article about this person it is impossible to build one meeting core wikipedia guidelines .
16996609	break	like	would	22	22	20	20	19	19	I am not really interested in Christmas -LRB- nothing really to do with me being Buddhist , I just would like a break from the drinking and parties and commerciality of Christmas -RRB- .
16997108	opinion	like	would	21	21	18	18	17	17	I am not satisfied that what has been said amounts to an admission of meatpuppetry , and would like a second opinion here .
16997273	move	like	would	9	9	6	6	5	5	I am not saying I would like such a move ; - logy is clearer and more succinct in my opinion .
16999411	answer	like	would	11	11	9	9	8	8	I am not sure how in depth you would like your answer to be .
17006748	review	like	would	37	37	34	34	33	33	I asessed this self-written article as C-Class last year but on paying closer attention to the class descriptions and criteria , now I think it qualifies for a higher rating , but I would like an objective review .
17007035	username	like	would	11	11	9	9	8	8	I ask a lot of questions so I would like my username to reflect that .
17007360	assurance	like	would	18	18	17	17	16	16	I ask because it seems to be a wiki that is maintained by you and I would like assurance that it satisfies the criteria for reliable sources .
17011911	kind	like	would	6	6	11	11	10	10	I asked you several times what kind of effort you would like to have seen during the RfC issue to satisfy an attempt to solve the problem outside the RfC environment .
17014032	quote	like	would	10	10	8	8	6	6	I ask you again , how would you like this quote to be rendered `` This act was odious , it can not remain unpunished .
17014522	feedback	like	would	13	13	11	11	10	10	I aspire to be an admin in several months and would like some feedback on how I ' m doing and how I can improve .
17015063	reassurance	like	would	11	11	8	8	7	7	I assume -LRB- and , actually , would like an explicit reassurance -RRB- that he will not be closing controversial afds , at least for quite a while .
17020994	opinion	like	would	16	16	12	12	11	11	I ' believe ' I am handling this correctly , but would like a more impartial opinion .
17021792	someone	like	would	15	15	14	14	12	12	I believe I have been as unbiased as possible , but I would really like someone else to confirm or even deny this , hence the request here .
17024451	advice	like	would	15	15	13	13	12	12	I believe it is at least a B-class article , but I would like any advice on how to improve the page .
17024567	set	like	would	12	12	10	10	9	9	I believe it is comprehensive and well-organized , but would like another set of eyes to go over it before I nominate it as a Featured Article .
17025453	opinion	like	would	16	16	13	13	12	12	I believe it may qualify as a notable organization , but I would like a second opinion .
17026318	review	like	would	18	18	12	12	11	11	I believe it ' s well sourced and comprehensive , but would like a thorough prose and grammatical review before I nominate it .
17026436	confirmation	like	would	11	11	9	9	8	8	I believe it to be one , but would like a confirmation .
17026468	opinion	like	would	24	24	21	21	20	20	I believe it to be wrong and there is a discussion on the article ' s talk page , but would like an expert opinion .
17028124	opinion	like	would	16	16	13	13	12	12	I believe multiple editors editing under one ID violates the GFDL but would like a second opinion .
17030661	feedback	like	would	16	16	15	15	14	14	I believe that all of my edits were factual and well-sourced , but I would like feedback .
17032121	advice	like	would	12	12	11	11	10	10	I am leaving the article rest for now , but would like advice from other experienced editors .
17034599	help	like	would	20	20	18	18	17	17	I am looking to figure out whether a text has passed into the public domain , and would like some help from someone who understands copyright .
17034775	opinion	like	would	10	10	7	7	6	6	I am lost for words and would like a second opinion on their acceptability .
17035420	reference	like	would	15	15	13	13	12	12	I am mentioned in an article about something else , and I would like the reference to me removed .
17036018	admin	like	would	8	8	5	5	4	4	I am monitoring but would like an uninvolved admin to assess the situation please .
17037971	check	like	would	11	11	8	8	7	7	I am new at this and I would like a reality check .
17037990	authorization	like	would	27	27	7	7	6	6	I am new at Wikipedia and would like to know how you get in touch with the owners , in this case NASA , and get their authorization so fast .
17038056	help	like	would	8	8	6	6	5	5	I am new here and would like some help getting around .
17038299	feedback	like	would	8	8	7	7	6	6	I am new to this and would like feedback as to why my article was not accepted .
17038354	advice	like	would	10	10	8	8	7	7	I am new to this site and would like some advice as to how best go about it .
17038564	help	like	would	10	10	8	8	7	7	I am new to Wikipedia and I would like some help from some of you gurus out there .
17038625	feedback	like	would	8	8	7	7	6	6	I am new to Wikipedia and would like feedback on which parts sound too much like an advertisement .
17038632	feedback	like	would	10	10	9	9	8	8	I am new to Wikipedia article authorship and would like feedback on this article that I created on the Keep Commission .
17041138	assessment	like	would	20	20	17	17	16	16	I am nominating this for featured article because Reyk and I have significantly improved it and would like an independent assessment .
17042023	list	like	would	16	16	10	10	9	9	I am nominating this for featured list because I would like a featured Case Closed episodes list before applying the same concepts to seasons 2-16 .
17042191	feedback	like	would	21	21	20	20	19	19	I am nominating this for featured list status because I am interested in making lists better on Wikipedia and would like feedback on this one .
17042880	someone	like	would	9	9	8	8	7	7	I am not accusing any individual but would like someone with the familiarity to spot duck-evidence of socking to examine the page .
17043310	feedback	like	would	12	12	10	10	9	9	I am not advocating that , but I just would like some feedback on that from the powers that be so that I can better understand the due process here .
17043340	someone	like	would	11	11	10	10	9	9	I am not a Facebook user , and I would like someone who is to check for more copyright problems .
17044277	warning	like	would	10	10	8	8	7	7	I am not a member , but would like the warning removed from the record of my IP address and my change implemented , if either or both are possible .
17046190	guidance	like	would	19	19	17	17	16	16	I am not asking for a formal review of Mangojuice , per se , but I would like additional guidance for future occurrences of this type of situation - if we ' re going to have the policies and be expected to enforce them , we need to do so equally .
17046233	intervention	like	would	13	13	11	11	10	10	I am not asking for a perma-block , but I would like admin intervention here .
17046250	recognition	like	would	15	15	13	13	12	12	I am not asking for blocks or punitive action , but I would like some recognition that much of this unpleasantness has been -LRB- and continues to be -RRB- instigated by this group .
17059993	article	like	would	14	14	12	12	11	11	I can understand that public relations people and firms and advertisers would like an article here .
17060307	feedback	like	would	11	11	9	9	8	8	I can understand the request , but I would like more feedback before making the swap .
17064218	thumbnail	like	would	12	12	10	10	9	9	I can post a bare link to it but would like the thumbnail to be visible to provide a comparison to the latest version - it is regarding a discussion of changes to be made to the colours -LRB- which do not show all that well in very small thumbs -RRB- .
17066869	help	like	would	11	11	9	9	8	8	I can research him and such but I would like some help .
17068495	review	like	would	12	12	10	10	9	9	I can see below that Schildt ' s enemies would like this review to be a plebiscite .
17072994	group	like	would	9	9	7	7	5	5	I can see where people would not like this group because an account might get hacked or an editor might snap .
17073369	help	like	would	9	9	8	8	7	7	I can see why the IP editor would like help with pronunciation using something other than the IPA , but it appears that we do not have any provision for doing this .
17074374	help	like	would	20	20	19	19	18	18	I can specify the info I need and how much , and do some analyis afterward , but would like help from a bot maker to get the scrape done .
17077123	version	like	would	13	13	10	10	9	9	I ca not edit the SVG version and I would like the PNG version to stay around in case I need to edit the file .
17080646	help	like	would	12	12	10	10	9	9	I can help with prose and rewordings if you would like my help but I can not offer that help in depth right now .
17095284	information	like	would	26	26	24	24	23	23	I believe that having a Wikipedia entry could be beneficial for those who might have seen some of the recent publicity and who would like more information about the blogger .
17095978	assessment	like	would	16	16	13	13	12	12	I believe that I have demonstrated good faith in these matters but would like an outside assessment of the matter .
17095999	opinion	like	would	16	16	13	13	12	12	I believe that I have found another associated set of cases and would like a second opinion on merging them with this one .
17098916	u	like	would	32	32	31	31	30	30	I believe that suspecting evil in others with a false unfounded accusation that i follow another user around , is indeed against the assuming good faith wiki principle and i would like u to be warned so that we can take your contributions in full perspective .
17100715	advice	like	would	20	20	18	18	17	17	I believe that there may be a problem with the proposed structure of Atom , so i would like the advice of the other WikiProject Scientists .
17104250	community	like	would	22	22	19	19	18	18	I believe the article is strong enough for inclusion , Subject is notable , very referencable , and would like the Wiki community to have the ability to edit it and make it stronger .
17109770	bureaucrat	like	would	29	29	27	27	26	26	I came here because bureaucrats , as a group , have demonstrated the skills and traits we value in determining a consensus , not because I would like a bureaucrat sanctioned closure .
17117056	opinion	like	would	31	31	28	28	27	27	I can confirm independently that the information present in the table at the bottom of the second link is reliable , but as an involved party I would like a second opinion before claiming these two to comply with the RS criteria .
17124870	explanation	like	would	17	17	15	15	14	14	I can forgive the spam block as the unblock notice showed agreement , but would like some explanation regarding both blocks -LRB- with links -RRB- before changing to support .
17127411	accent	like	would	44	44	42	42	40	40	I do not believe that your beliefs cause you to be prejudiced with respect to race or culture , my understanding of the word is that if you had not heard a person speak and made the assumption that you would not like their accent based on their race then you would be prejudiced .
17128041	assessment	like	would	33	33	29	29	28	28	I do not believe this to be true and believe I am simply debating maintaining the existing consensus due to the secondary sources that support it , but would like an honest neutral assessment of the situation in regard to my editing .
17129563	information	like	would	20	20	17	17	16	16	I do not doubt that it is a free -LRB- and disturbing -RRB- image , but would like more source information if possible .
17130604	reassessment	like	would	28	28	24	24	23	23	I do not feel qualified to change the current assessment , as I am currently the primary editor of this page , and would like a review and reassessment by those qualified to do so .
17130924	opinion	like	would	22	22	19	19	18	18	I do not feel too sure when seeing the photos of that breed , and I think I would like a second opinion , but thanks of for your time .
17131043	everyone	like	would	13	13	12	12	11	11	I do not find it unreasonable or uncivil , and I would like everyone to judge it for themselves .
17134042	testimony	like	would	20	20	18	18	17	17	I do not know how to add my signature with the squiggly lines mentioned above but I would like my testimony in this matter to be considered as a student affected by the virus .
17134710	clarification	like	would	13	13	12	12	11	11	I do not know if this is true , so I would like clarification of this point .
17135378	warning	like	would	19	19	17	17	16	16	I do not know what actions the admins can take , but at least , I would like a warning given to him .
17135542	song	like	would	24	24	22	22	21	21	I do not know what my performance stirred in the hearts of Leonid Ilyich and the other listeners , but I would like this song to be considered a monument to the Russian victorious spirit .
17136098	confirmation	like	would	12	12	11	11	10	10	I do not know who the sockpuppeteer is , but would like confirmation these are all socks of each other -LRB- to confirm AFD abuse -RRB- .
17140139	someone	like	would	17	17	16	16	15	15	I do not see how it would help to get a list of people who would like someone else to vote keep -LRB- or delete -RRB- for them on all articles of a certain type .
17140474	opinion	like	would	17	17	13	13	12	12	I do not see it as using bad grammar , but I would like `` expert '' opinion on the matter .
17145337	input	like	would	16	16	15	15	14	14	I do not think this is in any way necessary or appropriate , but would like input from some fresh eyes .
17147225	abiltiy	like	would	17	17	15	15	13	13	I do not want permission to edit all protected pages , but I would really like the abiltiy to edit certain pages that are non-controversial and that I created in the first place .
17147601	assistance	like	would	16	16	14	14	13	13	I do not want to enter into an edit war , but I would like someone assistance to restore the discussions to one of civility , at the very least .
17147640	assistance	like	would	15	15	12	12	11	11	I do not want to get into an edit war and would like some external assistance on what to do .
17148226	username	like	would	17	17	15	15	14	14	I do not wish for my real name to be made available , I would like my username to be anonymous .
17150246	feedback	like	would	11	11	8	8	7	7	I do not believe so , and would like some community feedback on the matter .
17151111	input	like	would	22	22	19	19	18	18	I do not believe vandalism for demonstration with the intent to repair is any less vandalism , but would like some admin input .
17153976	feedback	like	would	14	14	13	13	12	12	I do not expect this one to meet them , but I would like feedback about what I could do with future pictures I will take to get to Featured Picture status .
17156135	advice	like	would	13	13	12	12	11	11	I do not have any particular requests for action but I would like advice on what to do before we start getting into revert wars , and I do not want to be fighting tag-team edits by a coordinated group .
17170931	privacy	like	would	15	15	13	13	12	12	I did not realize my real name would be posted and I would like more privacy .
17172657	kind	like	would	15	15	13	13	12	12	I do not like to stay stuck in the past , I would like some kind of action to be taken , but I hope that action would be something that helps Dbachmann , to return to being a positive contributor .
17173111	harassment	like	would	17	17	14	14	13	13	I do not mean to be overly cautious here , but I really would like all this harassment against me to stop and I do not want to give any more excuses to be harassed .
17174379	admin	like	would	13	13	11	11	10	10	I do not oppose that , but I think I would like another admin `` outside view '' -LRB- or consensus thereof -RRB- for that , at this time .
17174643	apology	like	would	24	24	22	22	21	21	I do not plan to begin a RfC against MGM , and agree the block was not malicious , but I would like an apology , esp .
17175510	someone	like	would	20	20	19	19	18	18	I do not really know if this is a sock or what the game is , but I would like someone to have a look .
17176323	attack	like	would	32	32	29	29	28	28	I do not really want to touch it myself , i ' m really not all that keen to deal with this editor again , but i really would like his personal attack against me removed .
17176907	interpretation	like	would	15	15	12	12	11	11	I do not remember the details about such rulings here and would like the latest interpretation .
17177007	proving	like	would	20	20	17	17	16	16	I dont remember what he told me it was that affected this poor gentleman but I would like some help proving or disproving this story , thanks .
17185525	l	like	would	33	33	14	14	13	13	I do not think I ever throw anything at all , but I would like the change to be reversible in case there is some bad consequence I did not think of , l .
17187837	look	like	would	8	8	6	6	5	5	I do not think Jimbo would like the look of that particular block log !
17192532	someone	like	would	19	19	18	18	17	17	I do not think this is even a B-class , much less a GA-class , but I would like someone else to weigh in .
17192964	input	like	would	12	12	11	11	10	10	I do not think this rises to notability , but would like input .
17196325	editor	like	would	13	13	10	10	9	9	I do not want an edit war , so would like a neutral editor to look at it and decide what is needed .
17196331	page	like	would	17	17	15	15	14	14	I do not want an `` I hate Campbell '' page , but I would like a page that reflects something closer to the reality .
17196501	name	like	would	14	14	12	12	11	11	I do not want him blocked or anything , I just would like my name not to be sullied .
17197701	support	like	would	22	22	21	21	20	20	I do not want to edit war about this , and so have not restored the article , but I would like support for doing so .
17197884	someone	like	would	16	16	15	15	14	14	I do not want to get into an edit war over this , and would like someone else to take a look .
17198074	intervention	like	would	19	19	16	16	15	15	I do not want to go through everything Moogwrench has ever done , but I would like some administrator intervention with this one particular area .
17198268	establishment	like	would	30	30	27	27	26	26	I do not want to just put up articles for deletion , because I ' m afraid that might upset folks too much , but I would like some wider establishment of consensus .
17198735	someone	like	would	13	13	12	12	10	10	I do not want to risk violating 3rr and I would also like someone else to have a look at it to make sure I have not missed something obvious .
17199490	administrator	like	would	20	20	18	18	17	17	I do not wish to get into a full fledged edit war and that is why I would like an administrator to take a look at the issue .
17204127	anyone	like	would	16	16	15	15	14	14	I didnt add a website address or anything like that , or anything that would like anyone to what I am a part of .
17209867	notification	like	would	11	11	9	9	7	7	I did not use them , I would rather like a notification like that .
