sentence_id	n	v	n_first_index	n_last_index	v_first_index	v_last_index	sentence_text
67224969	accession	dread	13	13	11	11	The more splendid his prospects the more reason he had to dread the accession of a family which was well known to be partial to the Whigs , and there is every reason to believe that he was one of those politicians who hoped that they might be able , during the life of Anne , to prepare matters in such a way that at her death there might be little difficulty in setting aside the Act of Settlement and placing James Francis Edward Stuart on the throne .
67839738	rival	dreaded	17	17	15	15	The most important game was to follow , for next up was Wapak ' s dreaded arch rival , the Botkins Reds .
68045856	wedding	dreads	19	19	17	17	The play follows Zafira , an Arabian princess , who mourns the loss of her husband and dreads the wedding with the Turkish pirate , Barbarroja , who wants to rule the coast .
68566389	treatment	dreaded	36	36	39	39	Then , there came the additional agony of his psychic ailment , for which he had to be admitted to the hospital where he was given electric shocks to cure him of his insanity - a treatment which he dreaded .
68698092	intrusion	dreading	9	9	7	7	The Persian king , Chosroes I , dreading the intrusion of Turkish influence , refused to allow the old commerce to continue .
70419920	outbreak	dreading	8	8	6	6	We have much typhoid and are dreading an outbreak , so I am directing my energies to getting the water of the Modder River boiled .
70521314	journey	dreading	21	21	16	16	We follow Jesse and Luke as they begin living together as a real couple , without dreading Sunday nights and Lukes journey back to London .
71117066	power	dreaded	16	16	14	14	When Didius Julianus was put to death by order of the Senate , who dreaded the power of Septimius Severus , the latter turned his arms against Pescennius Niger .
71236128	day	dreading	4	4	2	2	Vandals are dreading the day Nick gets those two tools .
72050928	return	dread	48	48	45	45	The tendency to slip into the genre convention of sludgy opening riff followed by tuneful verses and soaring refrains would be more acceptable if said riffs were anything to write home about , but they ' re too often so uninspired and anachronistic that you dread their post-chorus return .
72068112	confusion	dreading	15	15	11	11	The townspeople began to look on the event with disdain , dreading the filth and confusion that cluttered their city .
72070120	B	Dreaded	6	6	3	3	The Town That Dreaded Sundown Charles B .
72345740	idea	dreads	16	16	14	14	The two later argue , but they eventually reconcile , and Kristina explains she dreads the idea of her daughter dying in an accident .
73461084	husband	dreaded	44	44	38	38	Uc also wrote an erotic alba , Per grazir la bon ' estrena , in which , like his contemporary Guiraut Riquier , he desires the dawn to arrive , in contrast to earlier troubadours , who always dreaded the dawn and the jealous husband .
75112804	HVP	dreading	15	15	13	13	Yes Sir , the floor is all yours , except that I am dreading another HVP Mandal-ish question -LRB- Q5 in this round for the uninitiated -RRB- from you .
75632010	arrival	dreading	43	43	40	40	With the son ' s luggage unloaded and waiting next to them , there is nothing left for him to do but signal the train to stop , and his pose suggests that he is looking up the track , dreading the imminent arrival of the train that will carry his son away .
75790943	time	dreads	26	26	24	24	Yakumo is scouted by several High school clubs because of her many talents ; however , she declines joining most of them because she dreads spending time with Hanai who follows her with the intent of joining the same clubs .
76473754	restoration	dreading	41	41	39	39	When the questors called upon the Chamber to have posted up in all barracks the decree of 6 May 1848 concerning the right of the Assembly to demand the support of the troops if attacked , the Mountain , dreading a restoration of the monarchy , voted with the Bonapartists against the measure , thus disarming the legislative power .
77016831	Reign	Dreaded	18	18	16	16	Very little has been heard of the project since the release of the third album , Dreaded Chaotic Reign , in 2002 .
77249970	second	dreaded	10	10	8	8	While Isiris invaded Chronos , however , Mikeal dreaded every second of it , especially the attack on Temple Mercenaries Headquarters .
77453090	visit	dreads	7	7	4	4	Woolf both welcomes and dreads an afternoon visit from her sister Vanessa -LRB- Miranda Richardson -RRB- and her children .
